"id","statistical_month","region_abbr","inter_item_code","item_value","dm_update_time","dm_load_time"
eab3afec-ac2f-8c3e-e398-fa163e9bc3ab,201402,NTE,IT_PS_000019,141.01308,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eab405aa-ac2f-8c3e-e398-fa163e9bc3ab,202405,K,IT_PS_000019,218.69168,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eab5b238-ac2f-8c3e-e398-fa163e9bc3ab,201910,NTE,IT_PS_000019,234.46148,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eabe48c6-ac2f-8c3e-e398-fa163e9bc3ab,201210,NTE,IT_PS_000019,146.63458,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eac0a7ec-ac2f-8c3e-e398-fa163e9bc3ab,202411,NTW,IT_PS_000019,333.06799,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eac97598-ac2f-8c3e-e398-fa163e9bc3ab,200902,K,IT_PS_000019,260.27551,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead030fe-ac2f-8c3e-e398-fa163e9bc3ab,201001,HKI,IT_PS_000019,162.99642,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead1e26e-ac2f-8c3e-e398-fa163e9bc3ab,201203,NTE,IT_PS_000019,181.65957,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead84398-ac2f-8c3e-e398-fa163e9bc3ab,201204,HKI,IT_PS_000019,194.34406,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead9ebe4-ac2f-8c3e-e398-fa163e9bc3ab,201011,K,IT_PS_000019,244.04461,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaf01234-ac2f-8c3e-e398-fa163e9bc3ab,201908,K,IT_PS_000019,170.68741,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaf94840-ac2f-8c3e-e398-fa163e9bc3ab,201407,NTW,IT_PS_000019,319.58265,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaf99f48-ac2f-8c3e-e398-fa163e9bc3ab,201401,HKI,IT_PS_000019,158.61397,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eafd9ba2-ac2f-8c3e-e398-fa163e9bc3ab,202110,K,IT_PS_000019,178.64452,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eb035448-ac2f-8c3e-e398-fa163e9bc3ab,201007,HKI,IT_PS_000019,164.38721,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eb0fd2fe-ac2f-8c3e-e398-fa163e9bc3ab,202012,NTW,IT_PS_000019,171.37261,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eb102da8-ac2f-8c3e-e398-fa163e9bc3ab,201309,NTE,IT_PS_000019,144.97376,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eb1b8dba-ac2f-8c3e-e398-fa163e9bc3ab,200906,NTW,IT_PS_000019,404.18461,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea069050-ac2f-8c3e-e398-fa163e9bc3ab,201704,HKSAR,IT_PS_000019,210.73289,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea0d83b0-ac2f-8c3e-e398-fa163e9bc3ab,201703,HKSAR,IT_PS_000019,118.47403,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea0e2a72-ac2f-8c3e-e398-fa163e9bc3ab,202007,HKSAR,IT_PS_000019,173.11892,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea174e4a-ac2f-8c3e-e398-fa163e9bc3ab,202011,HKSAR,IT_PS_000019,173.64744,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea179fee-ac2f-8c3e-e398-fa163e9bc3ab,202108,HKSAR,IT_PS_000019,170.93756,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea1e2e7c-ac2f-8c3e-e398-fa163e9bc3ab,201906,HKSAR,IT_PS_000019,183.29529,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea1ed0de-ac2f-8c3e-e398-fa163e9bc3ab,202403,HKSAR,IT_PS_000019,159.02664,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea1f2714-ac2f-8c3e-e398-fa163e9bc3ab,200802,HKSAR,IT_PS_000019,79.15245,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2506e8-ac2f-8c3e-e398-fa163e9bc3ab,201112,HKSAR,IT_PS_000019,168.74569,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea25b20a-ac2f-8c3e-e398-fa163e9bc3ab,201701,HKSAR,IT_PS_000019,169.59791,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2c89d6-ac2f-8c3e-e398-fa163e9bc3ab,201305,HKSAR,IT_PS_000019,162.54752,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea353d2e-ac2f-8c3e-e398-fa163e9bc3ab,201605,HKSAR,IT_PS_000019,157.61357,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea39cf1a-ac2f-8c3e-e398-fa163e9bc3ab,202211,HKSAR,IT_PS_000019,175.79442,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea3a2488-ac2f-8c3e-e398-fa163e9bc3ab,201309,HKSAR,IT_PS_000019,157.83856,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea3f5c64-ac2f-8c3e-e398-fa163e9bc3ab,200808,HKSAR,IT_PS_000019,78.71435,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4356d4-ac2f-8c3e-e398-fa163e9bc3ab,202501,HKSAR,IT_PS_000019,183.63377,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4d4874-ac2f-8c3e-e398-fa163e9bc3ab,202509,K,IT_PS_000019,209.26866,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4f416a-ac2f-8c3e-e398-fa163e9bc3ab,201905,NTW,IT_PS_000019,410.05340,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4ff056-ac2f-8c3e-e398-fa163e9bc3ab,201402,K,IT_PS_000019,183.08640,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea5635c4-ac2f-8c3e-e398-fa163e9bc3ab,201910,K,IT_PS_000019,141.82078,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea5c7be6-ac2f-8c3e-e398-fa163e9bc3ab,202203,HKI,IT_PS_000019,152.91870,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea5d29b0-ac2f-8c3e-e398-fa163e9bc3ab,201702,HKI,IT_PS_000019,180.81632,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea61df28-ac2f-8c3e-e398-fa163e9bc3ab,202008,NTW,IT_PS_000019,188.06362,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea6444d4-ac2f-8c3e-e398-fa163e9bc3ab,201401,NTE,IT_PS_000019,133.04017,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea67ea80-ac2f-8c3e-e398-fa163e9bc3ab,202503,NTE,IT_PS_000019,157.17914,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea6afd1a-ac2f-8c3e-e398-fa163e9bc3ab,201603,K,IT_PS_000019,224.96479,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea6cf4bc-ac2f-8c3e-e398-fa163e9bc3ab,201811,K,IT_PS_000019,205.07909,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea7056b6-ac2f-8c3e-e398-fa163e9bc3ab,201008,HKI,IT_PS_000019,172.42586,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea7eeb04-ac2f-8c3e-e398-fa163e9bc3ab,201802,NTW,IT_PS_000019,181.63624,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea8888a8-ac2f-8c3e-e398-fa163e9bc3ab,201804,HKI,IT_PS_000019,241.41642,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea8c233c-ac2f-8c3e-e398-fa163e9bc3ab,201204,NTE,IT_PS_000019,180.90196,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea91c242-ac2f-8c3e-e398-fa163e9bc3ab,201709,K,IT_PS_000019,198.52677,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea95b1b8-ac2f-8c3e-e398-fa163e9bc3ab,201706,HKI,IT_PS_000019,168.72098,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea9605aa-ac2f-8c3e-e398-fa163e9bc3ab,201103,NTE,IT_PS_000019,119.45554,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea9ca428-ac2f-8c3e-e398-fa163e9bc3ab,202507,HKI,IT_PS_000019,187.01181,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaa8053e-ac2f-8c3e-e398-fa163e9bc3ab,201308,K,IT_PS_000019,189.50114,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaaafee2-ac2f-8c3e-e398-fa163e9bc3ab,202504,K,IT_PS_000019,229.20905,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaaba914-ac2f-8c3e-e398-fa163e9bc3ab,202007,HKI,IT_PS_000019,174.99249,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaada782-ac2f-8c3e-e398-fa163e9bc3ab,202312,K,IT_PS_000019,183.15070,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaafa866-ac2f-8c3e-e398-fa163e9bc3ab,201201,NTW,IT_PS_000019,58.83932,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eab5028e-ac2f-8c3e-e398-fa163e9bc3ab,201112,HKI,IT_PS_000019,192.44964,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eab97454-ac2f-8c3e-e398-fa163e9bc3ab,201109,NTW,IT_PS_000019,50.74693,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eab9cf62-ac2f-8c3e-e398-fa163e9bc3ab,202104,NTW,IT_PS_000019,204.78439,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eabfff90-ac2f-8c3e-e398-fa163e9bc3ab,202001,NTW,IT_PS_000019,144.58629,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eac05350-ac2f-8c3e-e398-fa163e9bc3ab,202206,HKI,IT_PS_000019,175.17157,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead23750-ac2f-8c3e-e398-fa163e9bc3ab,201405,K,IT_PS_000019,161.18930,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead2df7a-ac2f-8c3e-e398-fa163e9bc3ab,202208,NTW,IT_PS_000019,168.19487,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead69408-ac2f-8c3e-e398-fa163e9bc3ab,201403,HKI,IT_PS_000019,122.77873,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eae08044-ac2f-8c3e-e398-fa163e9bc3ab,201908,NTE,IT_PS_000019,227.73940,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eae3d24e-ac2f-8c3e-e398-fa163e9bc3ab,202406,HKI,IT_PS_000019,203.49289,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eae47b72-ac2f-8c3e-e398-fa163e9bc3ab,201809,NTW,IT_PS_000019,166.60993,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eae82ad8-ac2f-8c3e-e398-fa163e9bc3ab,201305,HKI,IT_PS_000019,178.46244,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eb207456-ac2f-8c3e-e398-fa163e9bc3ab,202510,NTE,IT_PS_000019,142.22787,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea1ddb98-ac2f-8c3e-e398-fa163e9bc3ab,201611,HKSAR,IT_PS_000019,169.23105,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea1e7f4e-ac2f-8c3e-e398-fa163e9bc3ab,202410,HKSAR,IT_PS_000019,185.20213,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2be486-ac2f-8c3e-e398-fa163e9bc3ab,201206,HKSAR,IT_PS_000019,161.79845,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2cdbf2-ac2f-8c3e-e398-fa163e9bc3ab,201010,HKSAR,IT_PS_000019,172.67725,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea311564-ac2f-8c3e-e398-fa163e9bc3ab,202111,HKSAR,IT_PS_000019,166.66002,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea32adb6-ac2f-8c3e-e398-fa163e9bc3ab,200908,HKSAR,IT_PS_000019,135.58810,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea3e6228-ac2f-8c3e-e398-fa163e9bc3ab,201404,HKSAR,IT_PS_000019,203.38605,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4057d6-ac2f-8c3e-e398-fa163e9bc3ab,200805,HKSAR,IT_PS_000019,77.84431,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4302ec-ac2f-8c3e-e398-fa163e9bc3ab,202106,HKSAR,IT_PS_000019,171.53479,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea4cf1da-ac2f-8c3e-e398-fa163e9bc3ab,201005,HKI,IT_PS_000019,181.42777,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea52eb1c-ac2f-8c3e-e398-fa163e9bc3ab,200908,K,IT_PS_000019,226.89187,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea588234-ac2f-8c3e-e398-fa163e9bc3ab,202201,K,IT_PS_000019,176.93855,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea639bba-ac2f-8c3e-e398-fa163e9bc3ab,201105,HKI,IT_PS_000019,191.07784,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea663f96-ac2f-8c3e-e398-fa163e9bc3ab,202107,NTW,IT_PS_000019,257.54235,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea6c4e86-ac2f-8c3e-e398-fa163e9bc3ab,201112,NTE,IT_PS_000019,141.37376,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea6ca214-ac2f-8c3e-e398-fa163e9bc3ab,201312,HKI,IT_PS_000019,170.83758,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea6faec8-ac2f-8c3e-e398-fa163e9bc3ab,201806,NTE,IT_PS_000019,246.31206,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea74f90a-ac2f-8c3e-e398-fa163e9bc3ab,201306,NTE,IT_PS_000019,89.60322,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea818eb8-ac2f-8c3e-e398-fa163e9bc3ab,202106,NTW,IT_PS_000019,327.15236,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea8dc9b2-ac2f-8c3e-e398-fa163e9bc3ab,201011,NTW,IT_PS_000019,422.10717,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea93b980-ac2f-8c3e-e398-fa163e9bc3ab,202111,NTW,IT_PS_000019,156.47377,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eab3072c-ac2f-8c3e-e398-fa163e9bc3ab,201810,HKI,IT_PS_000019,164.24135,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eac31a0e-ac2f-8c3e-e398-fa163e9bc3ab,202212,HKI,IT_PS_000019,164.12797,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eacc2798-ac2f-8c3e-e398-fa163e9bc3ab,202101,NTW,IT_PS_000019,185.32278,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eacc82ec-ac2f-8c3e-e398-fa163e9bc3ab,201811,NTE,IT_PS_000019,243.68346,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eacf85c8-ac2f-8c3e-e398-fa163e9bc3ab,201002,K,IT_PS_000019,232.60062,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead33736-ac2f-8c3e-e398-fa163e9bc3ab,202305,K,IT_PS_000019,173.90890,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead3e730-ac2f-8c3e-e398-fa163e9bc3ab,202410,K,IT_PS_000019,202.85262,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ead8ebfe-ac2f-8c3e-e398-fa163e9bc3ab,202407,NTE,IT_PS_000019,164.70833,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eadae9a4-ac2f-8c3e-e398-fa163e9bc3ab,201004,HKI,IT_PS_000019,218.64095,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaeb6cac-ac2f-8c3e-e398-fa163e9bc3ab,201206,K,IT_PS_000019,235.97033,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaeebb8c-ac2f-8c3e-e398-fa163e9bc3ab,202307,NTE,IT_PS_000019,160.57370,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaf06b30-ac2f-8c3e-e398-fa163e9bc3ab,200912,HKI,IT_PS_000019,163.27249,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eaf5b504-ac2f-8c3e-e398-fa163e9bc3ab,201302,K,IT_PS_000019,237.41827,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eafb4456-ac2f-8c3e-e398-fa163e9bc3ab,201611,K,IT_PS_000019,196.69759,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
eb051026-ac2f-8c3e-e398-fa163e9bc3ab,202306,NTW,IT_PS_000019,167.17718,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea0be050-ac2f-8c3e-e398-fa163e9bc3ab,201409,HKSAR,IT_PS_000019,176.39917,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea0f7576-ac2f-8c3e-e398-fa163e9bc3ab,201405,HKSAR,IT_PS_000019,177.55132,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea101e5e-ac2f-8c3e-e398-fa163e9bc3ab,201907,HKSAR,IT_PS_000019,174.62173,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea1893ae-ac2f-8c3e-e398-fa163e9bc3ab,201802,HKSAR,IT_PS_000019,195.63214,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea240450-ac2f-8c3e-e398-fa163e9bc3ab,202209,HKSAR,IT_PS_000019,185.86125,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea26b042-ac2f-8c3e-e398-fa163e9bc3ab,201609,HKSAR,IT_PS_000019,169.39187,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2b9300-ac2f-8c3e-e398-fa163e9bc3ab,200807,HKSAR,IT_PS_000019,88.48931,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2d80e8-ac2f-8c3e-e398-fa163e9bc3ab,202508,HKSAR,IT_PS_000019,175.22550,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea2f2448-ac2f-8c3e-e398-fa163e9bc3ab,201203,HKSAR,IT_PS_000019,161.88272,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea306f1a-ac2f-8c3e-e398-fa163e9bc3ab,202102,HKSAR,IT_PS_000019,183.64082,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea372ca6-ac2f-8c3e-e398-fa163e9bc3ab,202506,HKSAR,IT_PS_000019,189.77990,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea3b218a-ac2f-8c3e-e398-fa163e9bc3ab,201809,HKSAR,IT_PS_000019,184.63050,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea3d697c-ac2f-8c3e-e398-fa163e9bc3ab,202010,HKSAR,IT_PS_000019,165.28740,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea3dbc56-ac2f-8c3e-e398-fa163e9bc3ab,201201,HKSAR,IT_PS_000019,174.07795,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea46047e-ac2f-8c3e-e398-fa163e9bc3ab,201812,HKSAR,IT_PS_000019,170.95918,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea558fb6-ac2f-8c3e-e398-fa163e9bc3ab,201804,K,IT_PS_000019,212.76710,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea5e2d1a-ac2f-8c3e-e398-fa163e9bc3ab,202406,NTW,IT_PS_000019,330.22526,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea5e82ce-ac2f-8c3e-e398-fa163e9bc3ab,202007,K,IT_PS_000019,219.27897,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea64ea42-ac2f-8c3e-e398-fa163e9bc3ab,202403,NTW,IT_PS_000019,144.38523,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea77fd12-ac2f-8c3e-e398-fa163e9bc3ab,201701,NTW,IT_PS_000019,141.26316,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea81e318-ac2f-8c3e-e398-fa163e9bc3ab,202210,HKI,IT_PS_000019,165.47049,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea8237c8-ac2f-8c3e-e398-fa163e9bc3ab,201210,HKI,IT_PS_000019,185.42496,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea8ccfee-ac2f-8c3e-e398-fa163e9bc3ab,202006,K,IT_PS_000019,220.26815,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea8ecbbe-ac2f-8c3e-e398-fa163e9bc3ab,202009,NTE,IT_PS_000019,158.92457,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea955e20-ac2f-8c3e-e398-fa163e9bc3ab,201608,K,IT_PS_000019,158.25790,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea97b030-ac2f-8c3e-e398-fa163e9bc3ab,202508,HKI,IT_PS_000019,183.85272,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea9805ee-ac2f-8c3e-e398-fa163e9bc3ab,201008,NTW,IT_PS_000019,472.91418,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
ea98ad1e-ac2f-8c3e-e398-fa163e9bc3ab,202312,HKI,IT_PS_000019,173.15870,2025-11-25 21:23:54.449,2025-11-25 21:23:54.449
