"i_code","region_abbr","wtw_name_en","wtw_name_cn","wtw_name_tc","tag_name_en","tag_name_cn","tag_name_tc","units","tag_type","dim_update_time","dim_load_time"
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1600_Acc_Total,万宜水库入水总流量-1600是管径,萬宜水庫入水總流量-1600是管徑,ML,FLOW,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1600_Flow,万宜水库入水瞬时流量-备用,萬宜水庫入水瞬時流量-備用,MLD,FLOW,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1600_HartFlow,万宜水库入水瞬时流量-主用,萬宜水庫入水瞬時流量-主用,MLD,FLOW,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1800_Acc_Total,船湾入水总流量-1800是管径,船灣入水總流量-1800是管徑,ML,FLOW,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1800_Flow,船湾入水瞬时流量-备用,船灣入水瞬時流量-備用,MLD,FLOW,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,LV_Pump_Suction_Pressure_Press,低压泵房入水压力-10&11是低压,低壓泵房入水壓力-10&11是低壓,m,PRESSURE,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,NaOCl_ST_1_OV_Low_Level_Delay_SP,漂白池低液位报警,漂白池低液位警報,,ALARM,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,NaOCl_ST_2_OV_Low_Level_Delay_SP,漂白池低液位报警,漂白池低液位警報,,ALARM,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,NaOCl_System_Common_BT_NoFlow_Delay_SP,无流量警告,無流量警告,,ALARM,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Dosed_Raw_Water_pH_PH,入厂水投药点PH,入廠水投藥點PH,,PH,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_FinalRawWater_Fluoride_Fluoride,出厂水氟化物,出廠水氟化物,mg/L,FLUORIDE,2026-04-27 15:03:27.269 +0800,2026-04-27 15:03:27.269 +0800
