"statistical_month","region_abbr","inter_item_code","type_code","item_value","dm_update_time","dm_load_time"
"202202",NTE,US_AS_000001,US_AR_000003,98.000000,2022-02-23 16:41:20.000,2022-02-23 16:41:20.000
"202202",NTW,US_AS_000001,US_AR_000001,96.000000,2022-02-23 16:41:20.000,2022-02-23 16:41:20.000
"202202",NTW,US_AS_000001,US_AR_000002,99.000000,2022-02-23 16:41:20.000,2022-02-23 16:41:20.000
"202202",NTW,US_AS_000001,US_AR_000003,98.000000,2022-02-23 16:41:20.000,2022-02-23 16:41:20.000
"202203",HKI,US_AS_000001,US_AR_000001,97.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",HKI,US_AS_000001,US_AR_000002,98.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",HKI,US_AS_000001,US_AR_000003,96.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",HKSAR,US_AS_000001,US_AR_000001,96.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",HKSAR,US_AS_000001,US_AR_000002,99.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",HKSAR,US_AS_000001,US_AR_000003,95.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",K,US_AS_000001,US_AR_000001,99.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",K,US_AS_000001,US_AR_000002,99.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",K,US_AS_000001,US_AR_000003,99.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",NTE,US_AS_000001,US_AR_000001,96.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",NTE,US_AS_000001,US_AR_000002,95.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",NTE,US_AS_000001,US_AR_000003,99.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",NTW,US_AS_000001,US_AR_000001,95.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",NTW,US_AS_000001,US_AR_000002,96.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202203",NTW,US_AS_000001,US_AR_000003,99.000000,2022-03-23 16:41:20.000,2022-03-23 16:41:20.000
"202204",HKI,US_AS_000001,US_AR_000001,98.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",HKI,US_AS_000001,US_AR_000002,96.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",HKI,US_AS_000001,US_AR_000003,98.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",HKSAR,US_AS_000001,US_AR_000001,98.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",HKSAR,US_AS_000001,US_AR_000002,97.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",HKSAR,US_AS_000001,US_AR_000003,95.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",K,US_AS_000001,US_AR_000001,96.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",K,US_AS_000001,US_AR_000002,96.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",K,US_AS_000001,US_AR_000003,97.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",NTE,US_AS_000001,US_AR_000001,96.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",NTE,US_AS_000001,US_AR_000002,99.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",NTE,US_AS_000001,US_AR_000003,99.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",NTW,US_AS_000001,US_AR_000001,97.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",NTW,US_AS_000001,US_AR_000002,95.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202204",NTW,US_AS_000001,US_AR_000003,98.000000,2022-04-23 16:41:20.000,2022-04-23 16:41:20.000
"202205",HKI,US_AS_000001,US_AR_000001,98.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",HKI,US_AS_000001,US_AR_000002,97.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",HKI,US_AS_000001,US_AR_000003,98.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",HKSAR,US_AS_000001,US_AR_000001,97.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",HKSAR,US_AS_000001,US_AR_000002,95.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",HKSAR,US_AS_000001,US_AR_000003,98.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",K,US_AS_000001,US_AR_000001,96.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",K,US_AS_000001,US_AR_000002,99.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",K,US_AS_000001,US_AR_000003,99.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",NTE,US_AS_000001,US_AR_000001,96.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",NTE,US_AS_000001,US_AR_000002,96.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",NTE,US_AS_000001,US_AR_000003,98.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",NTW,US_AS_000001,US_AR_000001,99.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",NTW,US_AS_000001,US_AR_000002,95.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202205",NTW,US_AS_000001,US_AR_000003,96.000000,2022-05-23 16:41:20.000,2022-05-23 16:41:20.000
"202206",HKI,US_AS_000001,US_AR_000001,98.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",HKI,US_AS_000001,US_AR_000002,98.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",HKI,US_AS_000001,US_AR_000003,96.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",HKSAR,US_AS_000001,US_AR_000001,98.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",HKSAR,US_AS_000001,US_AR_000002,95.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",HKSAR,US_AS_000001,US_AR_000003,97.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",K,US_AS_000001,US_AR_000001,99.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",K,US_AS_000001,US_AR_000002,97.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",K,US_AS_000001,US_AR_000003,99.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",NTE,US_AS_000001,US_AR_000001,96.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",NTE,US_AS_000001,US_AR_000002,95.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",NTE,US_AS_000001,US_AR_000003,98.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",NTW,US_AS_000001,US_AR_000001,95.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",NTW,US_AS_000001,US_AR_000002,95.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202206",NTW,US_AS_000001,US_AR_000003,98.000000,2022-06-23 16:41:20.000,2022-06-23 16:41:20.000
"202207",HKI,US_AS_000001,US_AR_000001,98.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",HKI,US_AS_000001,US_AR_000002,98.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",HKI,US_AS_000001,US_AR_000003,96.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",HKSAR,US_AS_000001,US_AR_000001,96.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",HKSAR,US_AS_000001,US_AR_000002,99.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",HKSAR,US_AS_000001,US_AR_000003,97.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",K,US_AS_000001,US_AR_000001,98.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",K,US_AS_000001,US_AR_000002,95.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",K,US_AS_000001,US_AR_000003,96.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",NTE,US_AS_000001,US_AR_000001,95.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",NTE,US_AS_000001,US_AR_000002,95.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",NTE,US_AS_000001,US_AR_000003,98.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",NTW,US_AS_000001,US_AR_000001,97.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",NTW,US_AS_000001,US_AR_000002,99.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202207",NTW,US_AS_000001,US_AR_000003,97.000000,2022-07-23 16:41:20.000,2022-07-23 16:41:20.000
"202208",HKI,US_AS_000001,US_AR_000001,99.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",HKI,US_AS_000001,US_AR_000002,95.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",HKI,US_AS_000001,US_AR_000003,95.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",HKSAR,US_AS_000001,US_AR_000001,96.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",HKSAR,US_AS_000001,US_AR_000002,95.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",HKSAR,US_AS_000001,US_AR_000003,96.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",K,US_AS_000001,US_AR_000001,98.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",K,US_AS_000001,US_AR_000002,95.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",K,US_AS_000001,US_AR_000003,99.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",NTE,US_AS_000001,US_AR_000001,99.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",NTE,US_AS_000001,US_AR_000002,99.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",NTE,US_AS_000001,US_AR_000003,97.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",NTW,US_AS_000001,US_AR_000001,99.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",NTW,US_AS_000001,US_AR_000002,98.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202208",NTW,US_AS_000001,US_AR_000003,99.000000,2022-08-23 16:41:20.000,2022-08-23 16:41:20.000
"202209",HKI,US_AS_000001,US_AR_000001,97.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",HKI,US_AS_000001,US_AR_000002,99.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",HKI,US_AS_000001,US_AR_000003,95.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",HKSAR,US_AS_000001,US_AR_000001,98.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",HKSAR,US_AS_000001,US_AR_000002,95.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",HKSAR,US_AS_000001,US_AR_000003,95.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",K,US_AS_000001,US_AR_000001,96.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",K,US_AS_000001,US_AR_000002,99.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",K,US_AS_000001,US_AR_000003,97.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",NTE,US_AS_000001,US_AR_000001,99.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",NTE,US_AS_000001,US_AR_000002,95.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",NTE,US_AS_000001,US_AR_000003,96.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",NTW,US_AS_000001,US_AR_000001,99.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",NTW,US_AS_000001,US_AR_000002,96.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202209",NTW,US_AS_000001,US_AR_000003,98.000000,2022-09-23 16:41:20.000,2022-09-23 16:41:20.000
"202210",HKI,US_AS_000001,US_AR_000001,98.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",HKI,US_AS_000001,US_AR_000002,95.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",HKI,US_AS_000001,US_AR_000003,99.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",HKSAR,US_AS_000001,US_AR_000001,96.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",HKSAR,US_AS_000001,US_AR_000002,95.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",HKSAR,US_AS_000001,US_AR_000003,98.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",K,US_AS_000001,US_AR_000001,98.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",K,US_AS_000001,US_AR_000002,99.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",K,US_AS_000001,US_AR_000003,95.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",NTE,US_AS_000001,US_AR_000001,96.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",NTE,US_AS_000001,US_AR_000002,99.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",NTE,US_AS_000001,US_AR_000003,97.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",NTW,US_AS_000001,US_AR_000001,97.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",NTW,US_AS_000001,US_AR_000002,95.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202210",NTW,US_AS_000001,US_AR_000003,98.000000,2022-10-23 16:41:20.000,2022-10-23 16:41:20.000
"202211",HKI,US_AS_000001,US_AR_000001,95.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",HKI,US_AS_000001,US_AR_000002,97.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",HKI,US_AS_000001,US_AR_000003,97.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",HKSAR,US_AS_000001,US_AR_000001,98.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",HKSAR,US_AS_000001,US_AR_000002,99.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",HKSAR,US_AS_000001,US_AR_000003,95.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",K,US_AS_000001,US_AR_000001,97.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",K,US_AS_000001,US_AR_000002,99.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",K,US_AS_000001,US_AR_000003,97.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",NTE,US_AS_000001,US_AR_000001,98.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",NTE,US_AS_000001,US_AR_000002,98.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",NTE,US_AS_000001,US_AR_000003,97.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",NTW,US_AS_000001,US_AR_000001,99.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",NTW,US_AS_000001,US_AR_000002,96.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202211",NTW,US_AS_000001,US_AR_000003,96.000000,2022-11-23 16:41:20.000,2022-11-23 16:41:20.000
"202212",HKI,US_AS_000001,US_AR_000001,99.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",HKI,US_AS_000001,US_AR_000002,99.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",HKI,US_AS_000001,US_AR_000003,95.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",HKSAR,US_AS_000001,US_AR_000001,96.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",HKSAR,US_AS_000001,US_AR_000002,98.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",HKSAR,US_AS_000001,US_AR_000003,95.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",K,US_AS_000001,US_AR_000001,96.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",K,US_AS_000001,US_AR_000002,96.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",K,US_AS_000001,US_AR_000003,95.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",NTE,US_AS_000001,US_AR_000001,99.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",NTE,US_AS_000001,US_AR_000002,99.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",NTE,US_AS_000001,US_AR_000003,96.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",NTW,US_AS_000001,US_AR_000001,99.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",NTW,US_AS_000001,US_AR_000002,97.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202212",NTW,US_AS_000001,US_AR_000003,97.000000,2022-12-23 16:41:20.000,2022-12-23 16:41:20.000
"202301",HKI,US_AS_000001,US_AR_000001,95.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",HKI,US_AS_000001,US_AR_000002,95.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",HKI,US_AS_000001,US_AR_000003,98.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",HKSAR,US_AS_000001,US_AR_000001,97.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",HKSAR,US_AS_000001,US_AR_000002,95.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",HKSAR,US_AS_000001,US_AR_000003,96.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",K,US_AS_000001,US_AR_000001,96.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",K,US_AS_000001,US_AR_000002,95.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",K,US_AS_000001,US_AR_000003,95.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",NTE,US_AS_000001,US_AR_000001,98.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",NTE,US_AS_000001,US_AR_000002,95.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",NTE,US_AS_000001,US_AR_000003,99.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",NTW,US_AS_000001,US_AR_000001,98.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",NTW,US_AS_000001,US_AR_000002,99.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202301",NTW,US_AS_000001,US_AR_000003,98.000000,2023-01-23 16:41:20.000,2023-01-23 16:41:20.000
"202302",HKI,US_AS_000001,US_AR_000001,97.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",HKI,US_AS_000001,US_AR_000002,95.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",HKI,US_AS_000001,US_AR_000003,96.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",HKSAR,US_AS_000001,US_AR_000001,99.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",HKSAR,US_AS_000001,US_AR_000002,96.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",HKSAR,US_AS_000001,US_AR_000003,99.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",K,US_AS_000001,US_AR_000001,99.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",K,US_AS_000001,US_AR_000002,99.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",K,US_AS_000001,US_AR_000003,96.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",NTE,US_AS_000001,US_AR_000001,99.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",NTE,US_AS_000001,US_AR_000002,95.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",NTE,US_AS_000001,US_AR_000003,95.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",NTW,US_AS_000001,US_AR_000001,95.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",NTW,US_AS_000001,US_AR_000002,98.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202302",NTW,US_AS_000001,US_AR_000003,95.000000,2023-02-23 16:41:20.000,2023-02-23 16:41:20.000
"202303",HKI,US_AS_000001,US_AR_000001,96.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",HKI,US_AS_000001,US_AR_000002,98.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",HKI,US_AS_000001,US_AR_000003,98.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",HKSAR,US_AS_000001,US_AR_000001,97.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",HKSAR,US_AS_000001,US_AR_000002,95.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",HKSAR,US_AS_000001,US_AR_000003,96.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",K,US_AS_000001,US_AR_000001,95.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",K,US_AS_000001,US_AR_000002,98.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",K,US_AS_000001,US_AR_000003,98.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",NTE,US_AS_000001,US_AR_000001,99.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",NTE,US_AS_000001,US_AR_000002,95.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",NTE,US_AS_000001,US_AR_000003,98.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",NTW,US_AS_000001,US_AR_000001,95.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",NTW,US_AS_000001,US_AR_000002,98.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202303",NTW,US_AS_000001,US_AR_000003,95.000000,2023-03-23 16:41:20.000,2023-03-23 16:41:20.000
"202304",HKI,US_AS_000001,US_AR_000001,99.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",HKI,US_AS_000001,US_AR_000002,97.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",HKI,US_AS_000001,US_AR_000003,96.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",HKSAR,US_AS_000001,US_AR_000001,99.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",HKSAR,US_AS_000001,US_AR_000002,96.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",HKSAR,US_AS_000001,US_AR_000003,96.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",K,US_AS_000001,US_AR_000001,98.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",K,US_AS_000001,US_AR_000002,97.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",K,US_AS_000001,US_AR_000003,97.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
"202304",NTE,US_AS_000001,US_AR_000001,98.000000,2023-04-23 16:41:20.000,2023-04-23 16:41:20.000
