"asset_id","region","sub_region","installation_no","offical_eng_name","offical_chi_name","address_eng","address_chi","kwh_ml","running_pumps","total_pumps","mh","dm_update_time","dm_load_time"
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,289.11970,4.00000,4.00000,201311,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,307.43924,4.00000,4.00000,201312,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,268.46939,4.00000,4.00000,201401,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,320.50509,4.00000,4.00000,201402,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,270.38501,4.00000,4.00000,201403,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,339.85669,4.00000,4.00000,201404,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,266.72384,4.00000,4.00000,201405,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,319.77366,4.00000,4.00000,201406,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,300.75526,4.00000,4.00000,201407,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,281.32180,3.00000,4.00000,201408,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,320.83724,4.00000,4.00000,201409,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,299.18261,4.00000,4.00000,201410,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,257.45532,4.00000,4.00000,201411,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,337.13153,4.00000,4.00000,201412,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,274.41436,3.00000,4.00000,201501,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,325.05061,3.00000,4.00000,201502,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,271.82137,3.00000,4.00000,201503,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,319.43623,4.00000,4.00000,201504,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,295.21770,3.00000,4.00000,201505,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,316.85795,3.00000,4.00000,201506,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,277.97492,4.00000,4.00000,201507,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,287.36051,4.00000,4.00000,201508,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,317.66220,4.00000,4.00000,201509,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,273.48854,4.00000,4.00000,201510,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,286.28691,4.00000,4.00000,201511,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,330.87161,3.00000,4.00000,201512,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,271.39361,4.00000,4.00000,201601,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,321.15519,4.00000,4.00000,201602,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,319.76202,4.00000,4.00000,201603,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,275.22799,4.00000,4.00000,201604,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,309.89612,3.00000,4.00000,201605,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,291.66111,4.00000,4.00000,201606,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,276.43606,4.00000,4.00000,201607,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,324.70120,3.00000,4.00000,201608,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,281.87190,3.00000,4.00000,201609,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,319.03966,3.00000,4.00000,201610,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,280.85072,3.00000,4.00000,201611,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,308.01189,3.00000,4.00000,201612,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,254.34323,3.00000,4.00000,201701,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,366.44412,3.00000,4.00000,201702,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,263.81339,3.00000,4.00000,201703,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,300.68288,3.00000,4.00000,201704,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,324.58026,4.00000,4.00000,201705,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,284.75916,4.00000,4.00000,201706,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,307.16671,4.00000,4.00000,201707,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,290.18307,4.00000,4.00000,201708,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,295.43528,3.00000,4.00000,201709,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,298.02190,4.00000,4.00000,201710,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,307.00543,4.00000,4.00000,201711,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
1,HKI,HKI(D4),PS021,Cheung Chau Fresh Water Pumping Station,長洲食水抽水站,"15 Cheung Kwai Road, Cheung Chau",長洲 長貴路15號,279.21286,4.00000,4.00000,201712,2025-11-24 14:53:54.347,2025-11-24 14:53:54.347
