"id","sensor_code","sensor_value","sensor_time","dm_update_time","dm_load_time"
c6dc565a-81db-8b3f-eee0-fa163eefef93,FWBDKN05002Q00102,0.000000,2026-08-24 19:11:00.000,2026-08-24 19:20:46.541,2026-08-24 19:20:46.541
"76886c9e-81d5-8b3f-eee0-fa163eefef93",FWBDKN05002Q00102,0.000000,2026-08-24 18:26:00.000,2026-08-24 18:35:34.795,2026-08-24 18:35:34.795
"0028b7cc-81c4-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00103,0.000000,2026-08-24 16:21:00.000,2026-08-24 16:30:34.761,2026-08-24 16:30:34.761
"537d67de-81c3-893f-19f5-fa163eef1aaa",FWBDKN05002Q00105,0.000000,2026-08-24 16:16:00.000,2026-08-24 16:25:45.077,2026-08-24 16:25:45.077
"0e92e98a-81b6-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,0.000000,2026-08-24 14:41:00.000,2026-08-24 14:50:45.987,2026-08-24 14:50:45.987
a1e5c7d6-81b4-8b3f-eee0-fa163eefef93,FWBDKN05002Q00105,0.000000,2026-08-24 14:31:00.000,2026-08-24 14:40:34.167,2026-08-24 14:40:34.167
"7804a9d6-81b0-8c3f-60bd-fa163eef1989",FWBDKN05002Q00105,0.000000,2026-08-24 14:01:00.000,2026-08-24 14:10:45.917,2026-08-24 14:10:45.917
"77fca2d6-81b0-8c3f-60bd-fa163eef1989",FWBDKN05002Q00104,0.000000,2026-08-24 14:01:00.000,2026-08-24 14:10:45.917,2026-08-24 14:10:45.917
ed4646cc-81ac-8c3f-60bd-fa163eef1989,FWBDKN05002Q00102,0.000000,2026-08-24 13:36:00.000,2026-08-24 13:45:24.646,2026-08-24 13:45:24.646
"34a21210-8187-893f-19f5-fa163eef1aaa",FWBDKN05002Q00103,0.000000,2026-08-24 09:06:00.000,2026-08-24 09:15:23.496,2026-08-24 09:15:23.496
"5c1595a6-8182-893f-19f5-fa163eef1aaa",FWBDKN05002Q00101,0.000000,2026-08-24 08:31:00.000,2026-08-24 08:40:42.240,2026-08-24 08:40:42.240
c118896e-817c-8c3f-60bd-fa163eef1989,FWBDKN05002Q00104,0.000000,2026-08-24 07:51:00.000,2026-08-24 08:00:34.746,2026-08-24 08:00:34.746
c293398c-816e-8c3f-60bd-fa163eef1989,FWBDKN05002Q00104,0.000000,2026-08-24 06:11:00.000,2026-08-24 06:20:24.249,2026-08-24 06:20:24.249
"1a495006-8167-8b3f-eee0-fa163eefef93",FWBDKN05002Q00101,0.000000,2026-08-24 05:16:00.000,2026-08-24 05:25:35.452,2026-08-24 05:25:35.452
"50883786-82f7-893f-19f5-fa163eef1aaa",FWBDKN05002Q00104,0.000000,2026-08-24 05:01:00.000,2026-08-26 05:10:25.153,2026-08-26 05:10:25.153
e36503fe-8162-8c3f-60bd-fa163eef1989,FWBDKN05002Q00102,0.000000,2026-08-24 04:46:00.000,2026-08-24 04:55:25.318,2026-08-24 04:55:25.318
e6f7850c-815b-893f-19f5-fa163eef1aaa,FWBDKN05002Q00105,0.000000,2026-08-24 03:56:00.000,2026-08-24 04:05:24.837,2026-08-24 04:05:24.837
"3785491c-8154-8b3f-eee0-fa163eefef93",FWBDKN05002Q00102,0.000000,2026-08-24 03:01:00.000,2026-08-24 03:10:24.003,2026-08-24 03:10:24.003
"07230db2-8150-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00104,0.000000,2026-08-24 02:31:00.000,2026-08-24 02:40:24.904,2026-08-24 02:40:24.904
"2761aef0-8144-893f-19f5-fa163eef1aaa",FWBDKN05002Q00103,0.000000,2026-08-24 01:06:00.000,2026-08-24 01:15:24.988,2026-08-24 01:15:24.988
c742dd2e-8142-8b3f-eee0-fa163eefef93,FWBDKN05002Q00103,0.000000,2026-08-24 00:56:00.000,2026-08-24 01:05:34.212,2026-08-24 01:05:34.212
"6137b672-8141-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00102,0.000000,2026-08-24 00:43:00.000,2026-08-24 00:55:33.522,2026-08-24 00:55:33.522
"61379b24-8141-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00105,0.000000,2026-08-24 00:43:00.000,2026-08-24 00:55:33.522,2026-08-24 00:55:33.522
"6138443e-8141-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00103,0.000000,2026-08-24 00:43:00.000,2026-08-24 00:55:33.522,2026-08-24 00:55:33.522
"612fef0a-8141-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00104,0.000000,2026-08-24 00:43:00.000,2026-08-24 00:55:33.522,2026-08-24 00:55:33.522
"612e92e0-8141-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00101,0.000000,2026-08-24 00:43:00.000,2026-08-24 00:55:33.522,2026-08-24 00:55:33.522
af5d9f52-8140-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00101,0.000000,2026-08-24 00:41:00.000,2026-08-24 00:50:35.197,2026-08-24 00:50:35.197
af5d5330-8140-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00104,0.000000,2026-08-24 00:41:00.000,2026-08-24 00:50:35.197,2026-08-24 00:50:35.197
af656106-8140-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00105,0.000000,2026-08-24 00:41:00.000,2026-08-24 00:50:35.197,2026-08-24 00:50:35.197
af658028-8140-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00102,0.000000,2026-08-24 00:41:00.000,2026-08-24 00:50:35.197,2026-08-24 00:50:35.197
af651926-8140-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00103,0.000000,2026-08-24 00:41:00.000,2026-08-24 00:50:35.197,2026-08-24 00:50:35.197
"38a86092-812f-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,0.000000,2026-08-23 22:36:00.000,2026-08-23 22:45:34.541,2026-08-23 22:45:34.541
cc11011a-812d-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00105,0.000000,2026-08-23 22:26:00.000,2026-08-23 22:35:22.859,2026-08-23 22:35:22.859
"5538d818-812a-8c3f-60bd-fa163eef1989",FWBDKN05002Q00105,0.000000,2026-08-23 22:01:00.000,2026-08-23 22:10:34.978,2026-08-23 22:10:34.978
"5539ae50-812a-8c3f-60bd-fa163eef1989",FWBDKN05002Q00102,0.000000,2026-08-23 22:01:00.000,2026-08-23 22:10:34.978,2026-08-23 22:10:34.978
"0cea1c58-8124-8b3f-eee0-fa163eefef93",FWBDKN05002Q00104,0.000000,2026-08-23 21:16:00.000,2026-08-23 21:25:36.741,2026-08-23 21:25:36.741
e1099d02-810a-8b3f-eee0-fa163eefef93,FWBDKN05002Q00103,0.000000,2026-08-23 18:16:00.000,2026-08-23 18:25:25.644,2026-08-23 18:25:25.644
cdeba528-8108-8b3f-eee0-fa163eefef93,FWBDKN05002Q00101,0.000000,2026-08-23 18:01:00.000,2026-08-23 18:10:34.640,2026-08-23 18:10:34.640
cdeb20bc-8108-8b3f-eee0-fa163eefef93,FWBDKN05002Q00104,0.000000,2026-08-23 18:01:00.000,2026-08-23 18:10:34.640,2026-08-23 18:10:34.640
"5835f0b0-80f7-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00104,0.000000,2026-08-23 15:56:00.000,2026-08-23 16:05:35.717,2026-08-23 16:05:35.717
"90ad38ea-80ed-8b3f-eee0-fa163eefef93",FWBDKN05002Q00104,0.000000,2026-08-23 14:46:00.000,2026-08-23 14:55:35.484,2026-08-23 14:55:35.484
"2f63671a-80e5-8b3f-eee0-fa163eefef93",FWBDKN05002Q00101,0.000000,2026-08-23 13:46:00.000,2026-08-23 13:55:36.270,2026-08-23 13:55:36.270
"2f64346a-80e5-8b3f-eee0-fa163eefef93",FWBDKN05002Q00104,0.000000,2026-08-23 13:46:00.000,2026-08-23 13:55:36.270,2026-08-23 13:55:36.270
"2f722502-80e5-8b3f-eee0-fa163eefef93",FWBDKN05002Q00103,0.000000,2026-08-23 13:46:00.000,2026-08-23 13:55:36.270,2026-08-23 13:55:36.270
"2f704336-80e5-8b3f-eee0-fa163eefef93",FWBDKN05002Q00102,0.000000,2026-08-23 13:46:00.000,2026-08-23 13:55:36.270,2026-08-23 13:55:36.270
"2f71265c-80e5-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,0.000000,2026-08-23 13:46:00.000,2026-08-23 13:55:36.270,2026-08-23 13:55:36.270
"7c644fd0-80e4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00105,0.000000,2026-08-23 13:41:00.000,2026-08-23 13:50:35.922,2026-08-23 13:50:35.922
"7c65c414-80e4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00102,0.000000,2026-08-23 13:41:00.000,2026-08-23 13:50:35.922,2026-08-23 13:50:35.922
"7c64cad2-80e4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00103,0.000000,2026-08-23 13:41:00.000,2026-08-23 13:50:35.922,2026-08-23 13:50:35.922
"7c5bd71a-80e4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00101,0.000000,2026-08-23 13:41:00.000,2026-08-23 13:50:35.922,2026-08-23 13:50:35.922
"7c5b4a66-80e4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00104,0.000000,2026-08-23 13:41:00.000,2026-08-23 13:50:35.922,2026-08-23 13:50:35.922
"9d9ba688-8104-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,0.000000,2026-08-23 13:31:00.000,2026-08-23 17:40:35.540,2026-08-23 17:40:35.540
"8125b1aa-80dd-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00105,0.000000,2026-08-23 12:51:00.000,2026-08-23 13:00:37.423,2026-08-23 13:00:37.423
d3f93c44-80ce-8c3f-60bd-fa163eef1989,FWBDKN05002Q00101,0.000000,2026-08-23 11:05:00.000,2026-08-23 11:15:33.989,2026-08-23 11:15:33.989
"9bc63e40-80c8-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00103,0.000000,2026-08-23 10:21:00.000,2026-08-23 10:31:02.669,2026-08-23 10:31:02.669
c9ee3cc6-80e3-8b3f-eee0-fa163eefef93,FWBDKN05002Q00103,0.000000,2026-08-23 08:01:00.000,2026-08-23 13:45:36.481,2026-08-23 13:45:36.481
c9ed537e-80e3-8b3f-eee0-fa163eefef93,FWBDKN05002Q00105,0.000000,2026-08-23 08:01:00.000,2026-08-23 13:45:36.481,2026-08-23 13:45:36.481
c9eb8828-80e3-8b3f-eee0-fa163eefef93,FWBDKN05002Q00102,0.000000,2026-08-23 08:01:00.000,2026-08-23 13:45:36.481,2026-08-23 13:45:36.481
c9e0bf7e-80e3-8b3f-eee0-fa163eefef93,FWBDKN05002Q00101,0.000000,2026-08-23 08:01:00.000,2026-08-23 13:45:36.481,2026-08-23 13:45:36.481
c9e19d54-80e3-8b3f-eee0-fa163eefef93,FWBDKN05002Q00104,0.000000,2026-08-23 08:01:00.000,2026-08-23 13:45:36.481,2026-08-23 13:45:36.481
de9632b2-80c7-8c3f-60bd-fa163eef1989,FWBDKN05002Q00104,0.000000,2026-08-23 07:59:00.000,2026-08-23 10:25:45.301,2026-08-23 10:25:45.301
de951008-80c7-8c3f-60bd-fa163eef1989,FWBDKN05002Q00101,0.000000,2026-08-23 07:59:00.000,2026-08-23 10:25:45.301,2026-08-23 10:25:45.301
dea13e0a-80c7-8c3f-60bd-fa163eef1989,FWBDKN05002Q00103,0.000000,2026-08-23 07:59:00.000,2026-08-23 10:25:45.301,2026-08-23 10:25:45.301
dea2b816-80c7-8c3f-60bd-fa163eef1989,FWBDKN05002Q00105,0.000000,2026-08-23 07:59:00.000,2026-08-23 10:25:45.301,2026-08-23 10:25:45.301
dea1b8c6-80c7-8c3f-60bd-fa163eef1989,FWBDKN05002Q00102,0.000000,2026-08-23 07:59:00.000,2026-08-23 10:25:45.301,2026-08-23 10:25:45.301
"02d19ec2-80b5-893f-19f5-fa163eef1aaa",FWBDKN05002Q00102,0.000000,2026-08-23 07:58:00.000,2026-08-23 08:10:45.618,2026-08-23 08:10:45.618
"02d2220c-80b5-893f-19f5-fa163eef1aaa",FWBDKN05002Q00103,0.000000,2026-08-23 07:58:00.000,2026-08-23 08:10:45.618,2026-08-23 08:10:45.618
"02d1d3ba-80b5-893f-19f5-fa163eef1aaa",FWBDKN05002Q00105,0.000000,2026-08-23 07:58:00.000,2026-08-23 08:10:45.618,2026-08-23 08:10:45.618
"02c9e0e2-80b5-893f-19f5-fa163eef1aaa",FWBDKN05002Q00101,0.000000,2026-08-23 07:58:00.000,2026-08-23 08:10:45.618,2026-08-23 08:10:45.618
"02ca4b0e-80b5-893f-19f5-fa163eef1aaa",FWBDKN05002Q00104,0.000000,2026-08-23 07:58:00.000,2026-08-23 08:10:45.618,2026-08-23 08:10:45.618
"49be9a52-80b4-8b3f-eee0-fa163eefef93",FWBDKN05002Q00104,0.000000,2026-08-23 07:56:00.000,2026-08-23 08:05:35.158,2026-08-23 08:05:35.158
"49be119a-80b4-8b3f-eee0-fa163eefef93",FWBDKN05002Q00101,0.000000,2026-08-23 07:56:00.000,2026-08-23 08:05:35.158,2026-08-23 08:05:35.158
"49ca00ea-80b4-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,0.000000,2026-08-23 07:56:00.000,2026-08-23 08:05:35.158,2026-08-23 08:05:35.158
"49c7e1d4-80b4-8b3f-eee0-fa163eefef93",FWBDKN05002Q00102,0.000000,2026-08-23 07:56:00.000,2026-08-23 08:05:35.158,2026-08-23 08:05:35.158
"49c5a0cc-80b4-8b3f-eee0-fa163eefef93",FWBDKN05002Q00103,0.000000,2026-08-23 07:56:00.000,2026-08-23 08:05:35.158,2026-08-23 08:05:35.158
cf0415c6-80a9-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00103,0.000000,2026-08-23 06:41:00.000,2026-08-23 06:50:34.241,2026-08-23 06:50:34.241
"9eb4123a-80a5-893f-19f5-fa163eef1aaa",FWBDKN05002Q00101,0.000000,2026-08-23 06:11:00.000,2026-08-23 06:20:35.250,2026-08-23 06:20:35.250
"38bb325c-80a4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00101,0.000000,2026-08-23 05:59:00.000,2026-08-23 06:10:34.661,2026-08-23 06:10:34.661
"38bc38fa-80a4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00104,0.000000,2026-08-23 05:59:00.000,2026-08-23 06:10:34.661,2026-08-23 06:10:34.661
"38cbc09a-80a4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00105,0.000000,2026-08-23 05:59:00.000,2026-08-23 06:10:34.661,2026-08-23 06:10:34.661
"38cb26da-80a4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00103,0.000000,2026-08-23 05:59:00.000,2026-08-23 06:10:34.661,2026-08-23 06:10:34.661
"38ca2320-80a4-8c3f-60bd-fa163eef1989",FWBDKN05002Q00102,0.000000,2026-08-23 05:59:00.000,2026-08-23 06:10:34.661,2026-08-23 06:10:34.661
"860206f4-80a3-8c3f-60bd-fa163eef1989",FWBDKN05002Q00102,0.000000,2026-08-23 05:56:00.000,2026-08-23 06:05:34.740,2026-08-23 06:05:34.740
"8603a46e-80a3-8c3f-60bd-fa163eef1989",FWBDKN05002Q00103,0.000000,2026-08-23 05:56:00.000,2026-08-23 06:05:34.740,2026-08-23 06:05:34.740
"860148c2-80a3-8c3f-60bd-fa163eef1989",FWBDKN05002Q00105,0.000000,2026-08-23 05:56:00.000,2026-08-23 06:05:34.740,2026-08-23 06:05:34.740
"85f67550-80a3-8c3f-60bd-fa163eef1989",FWBDKN05002Q00101,0.000000,2026-08-23 05:56:00.000,2026-08-23 06:05:34.740,2026-08-23 06:05:34.740
"85f72266-80a3-8c3f-60bd-fa163eef1989",FWBDKN05002Q00104,0.000000,2026-08-23 05:56:00.000,2026-08-23 06:05:34.740,2026-08-23 06:05:34.740
"6d2c715c-80a1-8a3f-3df3-fa163eef13a1",FWBDKN05002Q00104,,2026-08-23 05:41:00.000,2026-08-23 05:50:34.159,2026-08-23 05:50:34.159
"20d3205c-80a2-8b3f-eee0-fa163eefef93",FWBDKN05002Q00104,0.000000,2026-08-23 04:31:00.000,2026-08-23 05:55:35.562,2026-08-23 05:55:35.562
"20d25dde-80a2-8b3f-eee0-fa163eefef93",FWBDKN05002Q00101,0.000000,2026-08-23 04:31:00.000,2026-08-23 05:55:35.562,2026-08-23 05:55:35.562
"20dc9c7c-80a2-8b3f-eee0-fa163eefef93",FWBDKN05002Q00103,0.000000,2026-08-23 04:31:00.000,2026-08-23 05:55:35.562,2026-08-23 05:55:35.562
"20dbe5d4-80a2-8b3f-eee0-fa163eefef93",FWBDKN05002Q00102,0.000000,2026-08-23 04:31:00.000,2026-08-23 05:55:35.562,2026-08-23 05:55:35.562
"20dd9ed8-80a2-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,0.000000,2026-08-23 04:31:00.000,2026-08-23 05:55:35.562,2026-08-23 05:55:35.562
da834ada-8094-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00105,,2026-08-23 04:11:00.000,2026-08-23 04:20:34.096,2026-08-23 04:20:34.096
aa461bc6-8090-8b3f-eee0-fa163eefef93,FWBDKN05002Q00105,,2026-08-23 03:41:00.000,2026-08-23 03:50:35.155,2026-08-23 03:50:35.155
"3116e030-808d-8c3f-60bd-fa163eef1989",FWBDKN05002Q00101,,2026-08-23 03:16:00.000,2026-08-23 03:25:43.426,2026-08-23 03:25:43.426
"748e6ffa-808c-893f-19f5-fa163eef1aaa",FWBDKN05002Q00105,,2026-08-23 03:11:00.000,2026-08-23 03:20:27.064,2026-08-23 03:20:27.064
"748ed03a-808c-893f-19f5-fa163eef1aaa",FWBDKN05002Q00102,0.000000,2026-08-23 03:11:00.000,2026-08-23 03:20:27.064,2026-08-23 03:20:27.064
fa215af6-8096-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00103,0.000000,2026-08-23 02:58:00.000,2026-08-23 04:35:46.135,2026-08-23 04:35:46.135
fa21bc62-8096-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00105,,2026-08-23 02:58:00.000,2026-08-23 04:35:46.135,2026-08-23 04:35:46.135
fa219f02-8096-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00102,0.000000,2026-08-23 02:58:00.000,2026-08-23 04:35:46.135,2026-08-23 04:35:46.135
fa18d96c-8096-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00104,,2026-08-23 02:58:00.000,2026-08-23 04:35:46.135,2026-08-23 04:35:46.135
fa191cb0-8096-8a3f-3df3-fa163eef13a1,FWBDKN05002Q00101,,2026-08-23 02:58:00.000,2026-08-23 04:35:46.135,2026-08-23 04:35:46.135
"401685b4-8096-8b3f-eee0-fa163eefef93",FWBDKN05002Q00104,,2026-08-23 02:56:00.000,2026-08-23 04:30:34.055,2026-08-23 04:30:34.055
"40178ad6-8096-8b3f-eee0-fa163eefef93",FWBDKN05002Q00101,,2026-08-23 02:56:00.000,2026-08-23 04:30:34.055,2026-08-23 04:30:34.055
"40255666-8096-8b3f-eee0-fa163eefef93",FWBDKN05002Q00105,,2026-08-23 02:56:00.000,2026-08-23 04:30:34.055,2026-08-23 04:30:34.055
"4024b418-8096-8b3f-eee0-fa163eefef93",FWBDKN05002Q00103,0.000000,2026-08-23 02:56:00.000,2026-08-23 04:30:34.055,2026-08-23 04:30:34.055
"4023ddae-8096-8b3f-eee0-fa163eefef93",FWBDKN05002Q00102,0.000000,2026-08-23 02:56:00.000,2026-08-23 04:30:34.055,2026-08-23 04:30:34.055
