"schema_name","table_name","column_name","data_type"
pems,t_annon_watercutoffnotice,state,character varying(5)
pems,t_annon_watercutoffnotice,cutoffcase,integer
pems,t_annon_watercutoffnotice,cutoffcaseen,character varying(100)
pems,t_annon_watercutoffnotice,cutoffcasecn,character varying(100)
pems,t_annon_watercutoffnotice,pushoff,character varying(100)
pems,t_annon_watercutoffnotice,noticecontent,character varying(1000)
pems,t_annon_watercutoffnotice,noticecontentgn,character varying(1000)
pems,t_annon_watercutoffnotice,noticecontenten,character varying(1000)
pems,t_annon_watercutoffnotice,remarkforinside,character varying(1000)
pems,t_annon_watercutoffnotice,remarkforoutside,character varying(1000)
pems,t_annon_watercutoffnotice,affectedaddress,character varying(1000)
pems,t_annon_watercutoffnotice,affectedaddressgn,character varying(1000)
pems,t_annon_watercutoffnotice,affectedaddressen,character varying(1000)
pems,t_annon_watercutoffnotice,creator,integer
pems,t_annon_watercutoffnotice,createtime,timestamp without time zone
pems,t_annon_watercutoffnotice,updater,integer
pems,t_annon_watercutoffnotice,lastupdatetime,timestamp without time zone
pems,t_annon_watercutoffnotice,watsunid,bigint
pems,t_annon_watercutoffnotice,title,integer
pems,t_annon_watercutoffnotice,forml,integer
pems,t_annon_watercutoffnotice,linkperson2gn,character varying(100)
pems,t_annon_watercutoffnotice,linkperson2en,character varying(100)
pems,t_annon_watercutoffnotice,relateorder,character varying(50)
pems,t_annon_watercutoffnotice,filecn,character varying(255)
pems,t_annon_watercutoffnotice,filegn,character varying(255)
pems,t_annon_watercutoffnotice,fileen,character varying(255)
pems,t_annon_watercutoffnotice,locationx,character varying(100)
pems,t_annon_watercutoffnotice,locationy,character varying(100)
pems,t_annon_watercutoffnotice,remarkforoutsidegn,character varying(1000)
pems,t_annon_watercutoffnotice,remarkforoutsideen,character varying(1000)
pems,t_annon_watercutoffnotice,createname,character varying(50)
pems,t_annon_watercutoffnotice,updatename,character varying(50)
pems,t_annon_watercutoffnotice,createposttitle,character varying(50)
pems,t_annon_watercutoffnotice,updateposttitle,character varying(50)
pems,t_annon_watersupplyinfo,id,bigint
pems,t_annon_watersupplyinfo,recid,bigint
pems,t_annon_watersupplyinfo,updateid,bigint
pems,t_annon_watersupplyinfo,watersupplytype,integer
pems,t_annon_watersupplyinfo,watersupplyaddressen,character varying(1000)
pems,t_annon_watersupplyinfo,watersupplyaddresscn,character varying(1000)
pems,t_annon_watersupplyinfo,watersupplyaddressgn,character varying(1000)
pems,t_annon_watersupplyinfo,watersupplytime,timestamp without time zone
pems,t_annon_watersupplyinfo,opentime,timestamp without time zone
pems,t_annon_watersupplyinfo,endtime,timestamp without time zone
pems,t_annon_watersupplyinfo,quality,integer
pems,t_annon_watersupplyinfo,watersupplyremark,character varying(4000)
pems,t_annon_watersupplyinfo,createtime,timestamp without time zone
pems,t_annon_watersupplyinfo,creator,integer
pems,t_annon_watersupplyinfo,location,character varying(100)
pems,t_annon_watersupplyinfo,leavingtime,timestamp without time zone
pems,t_annon_watersupplyinfo,vechiclenumber,character varying(100)
pems,t_annon_watersupplyinfo,drivername,character varying(50)
pems,t_annon_watersupplyinfo,driverphone,character varying(50)
pems,t_annon_watersupplyinfo,workman1,character varying(50)
pems,t_annon_watersupplyinfo,workman2,character varying(50)
pems,t_annon_watersupplyinfo,workmanphone1,character varying(50)
pems,t_annon_watersupplyinfo,workmanphone2,character varying(50)
pems,t_annon_watersupplyinfo,locationx,character varying(100)
pems,t_annon_watersupplyinfo,locationy,character varying(100)
pems,t_annon_watersupplyinfo,isvalid,integer
pems,t_annon_watersupplyinfo,lastupdatetime,timestamp without time zone
pems,t_annon_watersupplyinfo,updater,integer
pems,t_busi_announce,recid,integer
pems,t_busi_announce,title,character varying(100)
pems,t_busi_announce,note,text
pems,t_busi_announce,startdate,timestamp without time zone
pems,t_busi_announce,enddate,timestamp without time zone
pems,t_busi_announce,ifuse,character(1)
pems,t_busi_announce,createdate,timestamp without time zone
pems,t_busi_announce,creator,character varying(50)
pems,t_busi_announce,statecolor,integer
pems,t_busi_announce,vdnid,bigint
pems,t_busi_announce,creatorid,integer
pems,t_busi_announce,creatorworkno,character varying(100)
pems,t_busi_announcedetail,recid,integer
pems,t_busi_announcedetail,recidm,integer
pems,t_busi_announcedetail,title,character varying(100)
pems,t_busi_announcedetail,note,text
pems,t_busi_announcedetail,startdate,timestamp without time zone
pems,t_busi_announcedetail,enddate,timestamp without time zone
pems,t_busi_announcedetail,ifuse,character(1)
pems,t_busi_announcedetail,createdate,timestamp without time zone
pems,t_busi_announcedetail,creator,character varying(50)
pems,t_busi_announcedetail,agentid,character varying(20)
pems,t_busi_announcedetail,agentusername,character varying(50)
pems,t_busi_announcedetail,ifread,character(1)
pems,t_busi_announcedetail,vdnid,integer
pems,t_busi_base,basecode,character varying(50)
pems,t_busi_base,basename,character(10)
pems,t_busi_base,vdnid,character(10)
pems,t_busi_basetype,basetypecode,character varying(50)
pems,t_busi_basetype,basecode,character varying(50)
pems,t_busi_basetype,basetypename,character varying(50)
pems,t_busi_basetype,basetypeisdelete,bigint
pems,t_busi_basetype,vdnid,bigint
pems,t_busi_basetype,basetypecreatetime,timestamp without time zone
pems,t_busi_basetype,basetypecreateperson,character varying(50)
pems,t_busi_basetype,basetypemodifytime,timestamp without time zone
pems,t_busi_basetype,basetypemodifyperson,character varying(50)
pems,t_busi_customer,cuscode,character varying(50)
pems,t_busi_customer,cusname,character varying(50)
pems,t_busi_customer,cusphone,character varying(20)
pems,t_busi_customer,cussexcode,character varying(50)
pems,t_busi_customer,cuscompany,character varying(100)
pems,t_busi_customer,cusaddress,character varying(500)
pems,t_busi_customer,cusemail,character varying(100)
pems,t_busi_customer,cuswx,character varying(50)
pems,t_busi_customer,cusqq,character varying(50)
pems,t_busi_customer,cusclasscode,character varying(50)
pems,t_busi_customer,vdnid,bigint
pems,t_busi_customer,cusflagcode1,character varying(50)
pems,t_busi_customer,cusflagcode2,character varying(50)
pems,t_busi_customer,cusflagcode3,character varying(50)
pems,t_busi_customer,cusflagcode4,character varying(50)
pems,t_busi_customer,cusflagcode5,character varying(50)
pems,t_busi_customer,cuscreatetime,timestamp without time zone
pems,t_busi_customer,cuscreateperson,character varying(50)
pems,t_busi_customer,cusmodifytime,timestamp without time zone
pems,t_busi_customer,cusmodifyperson,character varying(50)
pems,t_busi_firdictionary,busifircode,character varying(50)
pems,t_busi_firdictionary,busifirname,character varying(50)
pems,t_busi_firdictionary,busiisdelete,bigint
pems,t_busi_firdictionary,vdnid,bigint
pems,t_busi_firdictionary,busicreatetime,timestamp without time zone
pems,t_busi_firdictionary,busicreateperson,character varying(50)
pems,t_busi_firdictionary,busimodifytime,timestamp without time zone
pems,t_busi_firdictionary,busimodifyperson,character varying(50)
pems,t_busi_messagetips,id,bigint
pems,t_busi_messagetips,msgtypeid,integer
pems,t_busi_messagetips,title,character varying(100)
pems,t_busi_messagetips,content,character varying(1000)
pems,t_busi_messagetips,msgurl,character varying(200)
pems,t_busi_messagetips,viewcolor,character varying(10)
pems,t_busi_messagetips,agentid,integer
pems,t_busi_messagetips,ifread,character(1)
pems,t_busi_messagetips,relationrecid,character varying(20)
pems,t_busi_messagetips,vdnid,integer
pems,t_busi_messagetips,createdate,timestamp without time zone
pems,t_busi_missedcall,id,integer
pems,t_busi_missedcall,recid,bigint
pems,t_busi_missedcall,begintime,timestamp without time zone
pems,t_busi_missedcall,caller,character varying(15)
pems,t_busi_missedcall,ringtime,integer
pems,t_busi_missedcall,agentid,integer
pems,t_busi_missedcall,workno,character varying(255)
pems,t_busi_missedcall,agentname,character varying(255)
pems,t_busi_missedcall,ifcallback,integer
pems,t_busi_missedcall,username,character varying(255)
pems,t_busi_missedcall,processworkno,character varying(255)
pems,t_busi_missedcall,processagentid,character varying(255)
pems,t_busi_missedcall,callbackdate,timestamp without time zone
pems,t_busi_missedcall,notes,character varying(4000)
pems,t_busi_missedcall,vdnid,integer
pems,t_busi_missedcall,consn,character varying(30)
pems,t_busi_msgtiptype,msgtypeid,integer
pems,t_busi_msgtiptype,msgtypename,character varying(50)
pems,t_busi_msgtiptype,memo,character varying(200)
pems,t_busi_order,ordcode,character varying(50)
pems,t_busi_order,cuscode,character varying(50)
pems,t_busi_order,ordchannel,character varying(20)
pems,t_busi_order,ordagpid,character varying(50)
pems,t_busi_order,ordcallingno,character varying(20)
pems,t_busi_order,ordsessionid,character varying(50)
pems,t_busi_order,ordvisitorid,character varying(50)
pems,t_busi_order,ordworkno,character varying(50)
pems,t_busi_order,ordagentname,character varying(50)
pems,t_busi_order,ordcreatetime,timestamp without time zone
pems,t_busi_order,ordmodifytime,timestamp without time zone
pems,t_busi_order,ordmodifyperson,character varying(50)
pems,t_busi_order,ordbusifircode,character varying(50)
pems,t_busi_order,ordbusiseccode,character varying(50)
pems,t_busi_order,ordbusiremark,character varying(500)
pems,t_busi_order,ordbusinotes,character varying(500)
pems,t_busi_order,ordstatus,character varying(20)
pems,t_busi_order,ordlevel,character varying(20)
pems,t_busi_order,ordaccdepartment,character varying(50)
pems,t_busi_order,ordaccworkno,character varying(50)
pems,t_busi_order,vdnid,bigint
pems,t_busi_order,ordflag1,character varying(50)
pems,t_busi_order,ordflag2,character varying(50)
pems,t_busi_order,ordflag3,character varying(50)
pems,t_busi_order,ordflag4,character varying(50)
pems,t_busi_order,ordflag5,character varying(50)
pems,t_busi_order_follow,folcode,character varying(50)
pems,t_busi_order_follow,ordcode,character varying(50)
pems,t_busi_order_follow,folaccworkno,character varying(50)
pems,t_busi_order_follow,folaccname,character varying(50)
pems,t_busi_order_follow,foltime,timestamp without time zone
pems,t_busi_order_follow,foltype,character varying(20)
pems,t_busi_order_follow,folmemo,character varying(50)
pems,t_busi_order_follow,folbefore,character varying(500)
pems,t_busi_order_follow,folafter,character varying(500)
pems,t_busi_orderaddress,id,integer
pems,t_busi_orderaddress,address,character varying(255)
pems,t_busi_orderaddress,sid,integer
pems,t_busi_orderfile,filecode,character varying(50)
pems,t_busi_orderfile,ordcode,character varying(50)
pems,t_busi_orderfile,filename,character varying(50)
pems,t_busi_orderfile,filepath,character varying(500)
pems,t_busi_orderid,id,integer
pems,t_busi_orderid,orderid,integer
pems,t_busi_orderinfo,orderid,character varying(15)
pems,t_busi_orderinfo,callno,character varying(15)
pems,t_busi_orderinfo,name,character varying(50)
pems,t_busi_orderinfo,homephone,character varying(15)
pems,t_busi_orderinfo,phone,character varying(15)
pems,t_busi_orderinfo,worktel,character varying(15)
pems,t_busi_orderinfo,address,character varying(100)
pems,t_busi_orderinfo,ordertype,character varying(1)
pems,t_busi_orderinfo,orderlevel,character varying(1)
pems,t_busi_orderinfo,cusexpecttime,timestamp without time zone
pems,t_busi_orderinfo,busicontent,character varying(1000)
pems,t_busi_orderinfo,createtime,timestamp without time zone
pems,t_busi_orderinfo,createoper,character varying(50)
pems,t_busi_orderinfo,isowndo,character varying(1)
pems,t_busi_orderinfo,accepctgroup,character varying(50)
pems,t_busi_orderinfo,dispatchtime,timestamp without time zone
pems,t_busi_orderinfo,dispatchoper,character varying(50)
pems,t_busi_orderinfo,expecttime,timestamp without time zone
pems,t_busi_orderinfo,dispatchmemo,character varying(500)
pems,t_busi_orderinfo,handlecompany,character varying(100)
pems,t_busi_orderinfo,handleoper,character varying(50)
pems,t_busi_orderinfo,handlephone,character varying(15)
pems,t_busi_orderinfo,closedresult,character varying(1)
pems,t_busi_orderinfo,closedregister,character varying(50)
pems,t_busi_orderinfo,closedregtime,timestamp without time zone
pems,t_busi_orderinfo,closedcontent,character varying(500)
pems,t_busi_orderinfo,orderstatus,character varying(1)
pems,t_busi_orderservice,id,integer
pems,t_busi_orderservice,address,character varying(255)
pems,t_busi_orderservice,node,character varying(255)
pems,t_busi_orderservice,people,character varying(255)
pems,t_busi_orderservice,phone,character varying(255)
pems,t_busi_planreturnvisitrec,recid,bigint
pems,t_busi_planreturnvisitrec,tel,character varying(20)
pems,t_busi_planreturnvisitrec,cusid,character varying(50)
pems,t_busi_planreturnvisitrec,cusname,character varying(100)
pems,t_busi_planreturnvisitrec,rvtime,timestamp without time zone
pems,t_busi_planreturnvisitrec,rvreason,character varying(1000)
pems,t_busi_planreturnvisitrec,flag,character varying(1)
pems,t_busi_planreturnvisitrec,createdate,timestamp without time zone
pems,t_busi_planreturnvisitrec,userid,integer
pems,t_busi_planreturnvisitrec,vdnid,integer
pems,t_busi_secdictionary,busiseccode,character varying(50)
pems,t_busi_secdictionary,busifircode,character varying(50)
pems,t_busi_secdictionary,busisecname,character varying(50)
pems,t_busi_secdictionary,busisecisdelete,bigint
pems,t_busi_secdictionary,vdnid,bigint
pems,t_busi_secdictionary,busiseccreatetime,timestamp without time zone
pems,t_busi_secdictionary,busiseccreateperson,character varying(50)
pems,t_busi_secdictionary,busisecmodifytime,timestamp without time zone
pems,t_busi_secdictionary,busisecmodifyperson,character varying(50)
pems,t_busi_session2order,sessionid,character varying(50)
pems,t_busi_session2order,origintype,character varying(20)
pems,t_busi_session2order,originid,integer
pems,t_busi_session2order,cusid,character varying(50)
pems,t_busi_session2order,cusname,character varying(100)
pems,t_busi_session2order,orderid,character varying(50)
pems,t_busi_session2order,popuptype,smallint
pems,t_busi_session2order,createdate,timestamp without time zone
pems,t_busi_session2order,vdnid,integer
pems,t_busi_session2order,paramurl,character varying(200)
pems,t_busi_visitor2cus,vid,character varying(50)
pems,t_busi_visitor2cus,origintype,character varying(20)
pems,t_busi_visitor2cus,originid,integer
pems,t_busi_visitor2cus,cusid,character varying(50)
pems,t_busi_visitor2cus,cusname,character varying(100)
pems,t_busi_visitor2cus,lastupdatedate,timestamp without time zone
pems,t_busi_visitor2cus,createdate,timestamp without time zone
pems,t_busi_visitor2cus,vdnid,integer
pems,t_busi_visitor2cus,qcsyntime,timestamp without time zone
pems,t_busi_visitor2cus,isqcsyn,character varying(1)
pems,t_busi_yj_gdcode,agpid,character varying(50)
pems,t_busi_yj_gdcode,gdcode,character varying(50)
pems,t_busi_yj_gdcode,workno,character varying(50)
pems,t_busi_yj_gdcode,dt,timestamp without time zone
pems,t_common_areacode,id,integer
pems,t_common_areacode,province,character varying(50)
pems,t_common_areacode,city,character varying(50)
pems,t_common_areacode,code,character varying(50)
pems,t_common_datasynctoolconfig,id,integer
pems,t_common_datasynctoolconfig,srctablename,character varying(50)
pems,t_common_datasynctoolconfig,srccondition,character varying(1000)
pems,t_common_datasynctoolconfig,srcfields,character varying(1000)
pems,t_common_datasynctoolconfig,dsttablename,character varying(50)
pems,t_common_datasynctoolconfig,dstfields,character varying(1000)
pems,t_common_datasynctoolconfig,synctype,character varying(1)
pems,t_common_datasynctoolconfig,delsrcflag,character varying(1)
pems,t_common_datasynctoolconfig,dodoubleflag,character varying(1)
pems,t_common_datasynctoolconfig,dodoublefields,character varying(200)
pems,t_common_datasynctoolconfig,plancycle,character varying(200)
pems,t_common_datasynctoolconfig,srcflagcolumn,character varying(20)
pems,t_common_datasynctoolconfig,dtshandletimecolumn,character varying(20)
pems,t_common_datasynctoolconfig,lastupdatetime,timestamp without time zone
pems,t_common_datasynctoolconfig,openflag,character varying(1)
pems,t_common_datasynctoolconfig,maxsyncount,integer
pems,t_common_datasynctoolconfig,exceptionstatus,character varying(1)
pems,t_common_datasynctoolconfig,exceptiondatetime,timestamp without time zone
pems,t_common_days,days,bigint
pems,t_common_hours,id,integer
pems,t_common_hours,ehour,integer
pems,t_common_mobilecode,code,character varying(50)
pems,t_common_mobilecode,simtype,character varying(200)
pems,t_common_mobilecode,province,character varying(200)
pems,t_common_mobilecode,city,character varying(200)
pems,t_common_mobilecode,frichid,character varying(40)
pems,t_common_mobilecode,id,integer
pems,t_common_tips,id,integer
pems,t_common_tips,tipstype,character varying(2)
pems,t_common_tips,workno,character varying(10)
pems,t_common_tips,createdate,date
pems,t_conf_trackingoperate,id,integer
pems,t_conf_trackingoperate,code,character varying(20)
pems,t_conf_trackingoperate,name,character varying(50)
pems,t_conf_trackingstatus,id,integer
pems,t_conf_trackingstatus,code,character varying(20)
pems,t_conf_trackingstatus,name,character varying(50)
pems,t_cus_customer,cusid,character varying(50)
pems,t_cus_customer,firstname,character varying(128)
pems,t_cus_customer,lastname,character varying(80)
pems,t_cus_customer,telno,character varying(20)
pems,t_cus_customer,telno2,character varying(20)
pems,t_cus_customer,faxno,character varying(50)
pems,t_cus_customer,custype,integer
pems,t_cus_customer,personid,character varying(100)
pems,t_cus_customer,email,character varying(500)
pems,t_cus_customer,cusaddress,character varying(500)
pems,t_cus_customer,cusstatus,character varying(10)
pems,t_cus_customer,secrecy,integer
pems,t_cus_customer,cusremark,character varying(500)
pems,t_cus_customer,lastupdatetime,timestamp without time zone
pems,t_cus_customer,updater,integer
pems,t_cus_customer,accuntnum,character varying(50)
pems,t_cus_customer,state,character varying(20)
pems,t_cus_customer,acctype,character varying(20)
pems,t_cus_customer,bigregion,character varying(30)
pems,t_cus_customer,district1,character varying(30)
pems,t_cus_customer,district2,character varying(30)
pems,t_cus_customer,street,character varying(100)
pems,t_cus_customer,wutun,character varying(100)
pems,t_cus_customer,term,character varying(100)
pems,t_cus_customer,village,character varying(100)
pems,t_cus_customer,buildingno,character varying(100)
pems,t_cus_customer,buildingname,character varying(100)
pems,t_cus_customer,floor,character varying(100)
pems,t_cus_customer,company,character varying(100)
pems,t_cus_customer,appellation,character varying(6)
pems,t_cus_customer,createtime,timestamp without time zone
pems,t_cus_customer,creator,bigint
